"","ID","Response","Con","TarRT"
"76",7,"Loc","Near",0.279334129489
"77",17,"Loc","Near",0.27971543846
"78",17,"Loc","Near",0.280097842447
"79",17,"Loc","Near",0.28046898952
"80",8,"Loc","Near",0.280594087532
"81",9,"Loc","Near",0.280766252268
"82",18,"Loc","Near",0.280879204706
"83",8,"Loc","Near",0.280893720391
"84",18,"Loc","Near",0.281223864922
"85",10,"Loc","Near",0.28128697599509
"86",8,"Loc","Near",0.281355254319
"87",18,"Loc","Near",0.281393049716
"88",2,"Loc","Near",0.281409272916
"89",11,"Loc","Near",0.281540382854
"90",8,"Loc","Near",0.28167640777
"91",18,"Loc","Near",0.281728439533
"92",18,"Loc","Near",0.281740358619
"93",4,"Loc","Near",0.281773915381
"94",19,"Loc","Near",0.281823792216
"95",9,"Loc","Near",0.281884660883
"96",8,"Loc","Near",0.281937634649
"97",3,"Loc","Near",0.281944094503
"98",12,"Loc","Near",0.281947618269
"99",9,"Loc","Near",0.282062785169
"100",9,"Loc","Near",0.282183962656
"101",23,"Loc","Near",0.282200591124275
"102",12,"Loc","Near",0.282265460544
"103",17,"Loc","Near",0.282465767394
"104",12,"Loc","Near",0.28264554693
"105",8,"Loc","Near",0.282731910039
"106",8,"Loc","Near",0.282805080052
"107",12,"Loc","Near",0.282860752637
"108",8,"Loc","Near",0.282940825325
"109",19,"Loc","Near",0.28336598942
"110",2,"Loc","Near",0.283474916616
"111",18,"Loc","Near",0.283536498557
"112",8,"Loc","Near",0.283602666302
"113",9,"Loc","Near",0.283650673777
"114",10,"Loc","Near",0.284409620253719
"115",17,"Loc","Near",0.285308469238
"116",1,"Loc","Near",0.285649676108
"117",10,"Loc","Near",0.285891443501419
"118",1,"Loc","Near",0.285901632328
"119",1,"Loc","Near",0.286559433402
"120",17,"Loc","Near",0.286785773645
"121",10,"Loc","Near",0.286809493813639
"122",10,"Loc","Near",0.287015179142724
"123",10,"Loc","Near",0.287082719319612
"124",10,"Loc","Near",0.287980734796493
"125",10,"Loc","Near",0.288154073040139
"126",10,"Loc","Near",0.288708034435316
"127",22,"Loc","Near",0.289722507685171
"128",10,"Loc","Near",0.289822351553297
"129",10,"Loc","Near",0.290227274641624
"130",22,"Loc","Near",0.290697610504867
"131",8,"Loc","Near",0.291069318489
"132",10,"Loc","Near",0.291540994223727
"133",12,"Loc","Near",0.292080165119
"134",8,"Loc","Near",0.293884543017
"135",3,"Loc","Near",0.29391490448
"136",8,"Loc","Near",0.294902632564
"137",10,"Loc","Near",0.295005533432459
"138",23,"Loc","Near",0.295069810820956
"139",16,"Loc","Near",0.296102194237
"140",25,"Loc","Near",0.296255389213796
"141",12,"Loc","Near",0.296312102573
"142",8,"Loc","Near",0.29669016605
"143",18,"Loc","Near",0.296949442551
"144",16,"Loc","Near",0.296949442551
"145",16,"Loc","Near",0.297063998204
"146",3,"Loc","Near",0.297069177813
"147",6,"Loc","Near",0.297098975714
"148",12,"Loc","Near",0.497190804028
"149",12,"Loc","Near",0.497388131107
"150",17,"Loc","Near",0.397512288246
"151",8,"Loc","Near",0.597635747756
"152",12,"Loc","Near",0.297744710409
"153",12,"Loc","Near",0.297878800119
"154",1,"Loc","Near",0.597980963111
"155",12,"Loc","Near",0.297993024686
"156",9,"Loc","Near",0.297994313928
"157",11,"Loc","Near",0.298026464342
"158",18,"Loc","Near",0.29809135714
"159",9,"Loc","Near",0.59809264648
"160",8,"Loc","Near",0.298175417988
"161",2,"Loc","Near",0.298191676108
"162",17,"Loc","Near",0.298197635651
"163",23,"Loc","Near",0.298237312949519
"164",8,"Loc","Near",0.498286331808
"165",18,"Loc","Near",0.298394300558
"166",18,"Loc","Near",0.298394631644
"167",8,"Loc","Near",0.298411813414
"168",2,"Loc","Near",0.398443632328
"169",16,"Loc","Near",0.298593283066
"170",9,"Loc","Near",0.29859987028
"171",19,"Loc","Near",0.298629702493
"172",12,"Loc","Near",0.59864460135
"173",18,"Loc","Near",0.298654202835
"174",3,"Loc","Near",0.298700116245
"175",9,"Loc","Near",0.298719723424
"176",8,"Loc","Near",0.298724358628
"177",17,"Loc","Near",0.298758494831
"178",3,"Loc","Near",0.598779246226
"179",11,"Loc","Near",0.298782001916
"180",17,"Loc","Near",0.298826698486
"181",12,"Loc","Near",0.298859475971
"182",11,"Loc","Near",0.298875036999
"183",7,"Loc","Near",0.298910356989
"184",17,"Loc","Near",0.298976349224
"185",9,"Loc","Near",0.599034917326
"186",18,"Loc","Near",0.299057796307
"187",18,"Loc","Near",0.299092891391
"188",2,"Loc","Near",0.299101433402
"189",11,"Loc","Near",0.299139905561
"190",8,"Loc","Near",0.299172649115
"191",18,"Loc","Near",0.299231285215
"192",18,"Loc","Near",0.299250819272
"193",12,"Loc","Near",0.299261414014
"194",12,"Loc","Near",0.499399476752
"195",19,"Loc","Near",0.29950674852
"196",12,"Loc","Near",0.299569323718
"197",8,"Loc","Near",0.299579222762
"198",9,"Loc","Near",0.299582202537
"199",12,"Loc","Near",0.299641831487
"200",17,"Loc","Near",0.299668980514
"201",8,"Loc","Near",0.299672589023
"202",18,"Loc","Near",0.29973784634
"203",8,"Loc","Near",0.399744765778
"204",18,"Loc","Near",0.299762677768
"205",8,"Loc","Near",0.29976297551
"206",19,"Loc","Near",0.299777245539
"207",17,"Loc","Near",0.299804063481
"208",9,"Loc","Near",0.299879848879
"209",17,"Loc","Near",0.29988120645
"210",12,"Loc","Near",0.299882199707
"211",18,"Loc","Near",0.299882861878
"212",12,"Loc","Near",0.29988352405
"213",3,"Loc","Near",0.299897991853
"214",9,"Loc","Near",0.299944741741
"215",12,"Loc","Near",0.299950734447
"216",17,"Loc","Near",0.299975896961
"217",9,"Loc","Near",0.299986458581
"218",8,"Loc","Near",0.299998708764
"219",12,"Loc","Near",0.30000370816
"220",11,"Loc","Near",0.300063303586
"221",9,"Loc","Near",0.300065588143
"222",12,"Loc","Near",0.300065952272
"223",8,"Loc","Near",0.300082804617
"224",12,"Loc","Near",0.300085486328
"225",16,"Loc","Near",0.300117270556
"226",8,"Loc","Near",0.300176170877
"227",9,"Loc","Near",0.300180806082
"228",8,"Loc","Near",0.300237090707
"229",3,"Loc","Near",0.300341649486
"230",17,"Loc","Near",0.300353334662
"231",8,"Loc","Near",0.300385086163
"232",12,"Loc","Near",0.300493715
"233",3,"Loc","Near",0.300599566871
"234",18,"Loc","Near",0.300623831681
"235",8,"Loc","Near",0.300657901054
"236",1,"Loc","Near",0.301412335336
"237",10,"Loc","Near",0.302000393882075
"238",10,"Loc","Near",0.302294764582848
"239",4,"Loc","Near",0.302297716123
"240",1,"Loc","Near",0.302532729354
"241",1,"Loc","Near",0.302625102265
"242",10,"Loc","Near",0.303130226695108
"243",1,"Loc","Near",0.303238604072
"244",1,"Loc","Near",0.30355545309
"245",10,"Loc","Near",0.303618098280742
"246",1,"Loc","Near",0.303645508401
"247",18,"Loc","Near",0.303698293518
"248",15,"Loc","Near",0.303928729167
"249",8,"Loc","Near",0.303942605574
"250",18,"Loc","Near",0.304063149963
"251",10,"Loc","Near",0.304220422601323
"252",10,"Loc","Near",0.304235859640267
"253",1,"Loc","Near",0.304276226665
"254",9,"Loc","Near",0.30454617541
"255",24,"Loc","Near",0.305158572747169
"256",10,"Loc","Near",0.305306518108121
"257",1,"Loc","Near",0.306199503513
"258",10,"Loc","Near",0.306580352345834
"259",10,"Loc","Near",0.306638345869495
"260",25,"Loc","Near",0.306798622554565
"261",6,"Loc","Near",0.30683461205
"262",9,"Loc","Near",0.307711357873
"263",10,"Loc","Near",0.308138302004085
"264",10,"Loc","Near",0.308166447465731
"265",8,"Loc","Near",0.308537086436
"266",10,"Loc","Near",0.308574396059326
"267",9,"Loc","Near",0.309947512931
"268",8,"Loc","Near",0.310409709032
"269",2,"Loc","Near",0.310522963111
"270",19,"Loc","Near",0.310624937508
"271",18,"Loc","Near",0.310956354296
"272",17,"Loc","Near",0.311112957834
"273",12,"Loc","Near",0.311316906627
"274",18,"Loc","Near",0.31145761805
"275",8,"Loc","Near",0.311545003034
"276",8,"Loc","Near",0.311600956574
"277",25,"Loc","Near",0.311683148391111
"278",5,"Loc","Near",0.312620040015
"279",1,"Loc","Near",0.312886110368
"280",12,"Loc","Near",0.313110728965
"281",17,"Loc","Near",0.313461017638
"282",4,"Loc","Near",0.313502388964
"283",9,"Loc","Near",0.313530857053
"284",6,"Loc","Near",0.313537153181
"285",15,"Loc","Near",0.313575573291
"286",16,"Loc","Near",0.313673243574
"287",25,"Loc","Near",0.313696497302491
"288",12,"Loc","Near",0.313939436479
"289",2,"Loc","Near",0.313954335336
"290",8,"Loc","Near",0.313961931066
"291",8,"Loc","Near",0.313982127314
"292",9,"Loc","Near",0.313992390981
"293",12,"Loc","Near",0.314153317843
"294",18,"Loc","Near",0.31430992138
"295",9,"Loc","Near",0.314471472469
"296",3,"Loc","Near",0.314488368389
"297",12,"Loc","Near",0.314499302402
"298",18,"Loc","Near",0.314642662512
"299",9,"Loc","Near",0.314667475399
"300",12,"Loc","Near",0.314730069137
"301",9,"Loc","Near",0.314740314326
"302",14,"Loc","Near",0.314791651078
"303",9,"Loc","Near",0.314884998922
"304",17,"Loc","Near",0.314889652446
"305",9,"Loc","Near",0.314909168203
"306",16,"Loc","Near",0.314920112331
"307",18,"Loc","Near",0.314943619416
"308",16,"Loc","Near",0.314984342957
"309",8,"Loc","Near",0.315016108991
"310",12,"Loc","Near",0.31506347244
"311",2,"Loc","Near",0.315074729354
"312",18,"Loc","Near",0.315162467065
"313",2,"Loc","Near",0.315167102265
"314",23,"Loc","Near",0.315185377445134
"315",17,"Loc","Near",0.315236299177
"316",6,"Loc","Near",0.315263444896
"317",18,"Loc","Near",0.31526377929
"318",5,"Loc","Near",0.315311452624
"319",12,"Loc","Near",0.315333307288
"320",8,"Loc","Near",0.315340242216
"321",8,"Loc","Near",0.315351168055
"322",12,"Loc","Near",0.315369064544
"323",9,"Loc","Near",0.315401493132
"324",9,"Loc","Near",0.31540414182
"325",14,"Loc","Near",0.315404490714
"326",16,"Loc","Near",0.315432964084
"327",9,"Loc","Near",0.31550346763
"328",15,"Loc","Near",0.31551805311
"329",18,"Loc","Near",0.315529310024
"330",13,"Loc","Near",0.315561094251
"331",9,"Loc","Near",0.315592860858
"332",9,"Loc","Near",0.315602793439
"333",10,"Loc","Near",0.31562754126149
"334",12,"Loc","Near",0.315630622249
"335",11,"Loc","Near",0.315646514363
"336",17,"Loc","Near",0.315650156306
"337",8,"Loc","Near",0.315657422634
"338",17,"Loc","Near",0.315662406477
"339",8,"Loc","Near",0.315666693043
"340",18,"Loc","Near",0.315689555504
"341",18,"Loc","Near",0.315699819161
"342",9,"Loc","Near",0.315780586638
"343",2,"Loc","Near",0.315780604072
"344",9,"Loc","Near",0.315784228584
"345",12,"Loc","Near",0.315910389668
"346",8,"Loc","Near",0.315965332644
"347",3,"Loc","Near",0.3159789256
"348",2,"Loc","Near",0.31609745309
"349",17,"Loc","Near",0.316115993889
"350",6,"Loc","Near",0.316174267394
"351",2,"Loc","Near",0.316187508401
"352",12,"Loc","Near",0.316284185427
"353",14,"Loc","Near",0.316302064054
"354",17,"Loc","Near",0.316311334454
"355",14,"Loc","Near",0.316394768051
"356",16,"Loc","Near",0.316408011479
"357",6,"Loc","Near",0.316422914321
"358",16,"Loc","Near",0.31644343765
"359",14,"Loc","Near",0.316444761992
"360",9,"Loc","Near",0.316463286035
"361",17,"Loc","Near",0.316505350676
"362",1,"Loc","Near",0.316517127271
"363",18,"Loc","Near",0.316517931933
"364",17,"Loc","Near",0.316549385075
"365",12,"Loc","Near",0.316558655474
"366",9,"Loc","Near",0.316578835061
"367",9,"Loc","Near",0.316587112211
"368",18,"Loc","Near",0.316593419473
"369",19,"Loc","Near",0.316594743816
"370",18,"Loc","Near",0.316632818672
"371",9,"Loc","Near",0.316655315934
"372",14,"Loc","Near",0.316674866556
"373",6,"Loc","Near",0.31668016953
"374",17,"Loc","Near",0.316684468041
"375",8,"Loc","Near",0.316700012548
"376",9,"Loc","Near",0.316724181828
"377",19,"Loc","Near",0.316765584038
"378",18,"Loc","Near",0.316767901638
"379",14,"Loc","Near",0.316787766781
"380",13,"Loc","Near",0.316796706095
"381",2,"Loc","Near",0.316818226665
"382",8,"Loc","Near",0.316826818498
"383",15,"Loc","Near",0.316843389179
"384",5,"Loc","Near",0.316874186973
"385",6,"Loc","Near",0.31706886659
"386",18,"Loc","Near",0.317094021056
"387",18,"Loc","Near",0.317108588827
"388",1,"Loc","Near",0.317112750451
"389",16,"Loc","Near",0.317142359568
"390",17,"Loc","Near",0.317144346083
"391",8,"Loc","Near",0.317231405629
"392",3,"Loc","Near",0.317503253765
"393",12,"Loc","Near",0.317554892354
"394",9,"Loc","Near",0.317721412956
"395",8,"Loc","Near",0.317882982939
"396",24,"Loc","Near",0.318044853805283
"397",10,"Loc","Near",0.318066839275223
"398",9,"Loc","Near",0.318258765585
"399",10,"Loc","Near",0.318414255644053
"400",12,"Loc","Near",0.318448492666
"401",18,"Loc","Near",0.318503783978
"402",15,"Loc","Near",0.318529277578
"403",12,"Loc","Near",0.318641846717
"404",2,"Loc","Near",0.318741503513
"405",8,"Loc","Near",0.31889246425
"406",8,"Loc","Near",0.318939809553
"407",21,"Loc","Near",0.319007149482572
"408",1,"Loc","Near",0.319093967297
"409",24,"Loc","Near",0.319110184842052
"410",16,"Loc","Near",0.319269916295
"411",1,"Loc","Near",0.319270104891
"412",24,"Loc","Near",0.31932876276596
"413",12,"Loc","Near",0.319333815836
"414",10,"Loc","Near",0.319423320138874
"415",7,"Loc","Near",0.31948190059
"416",10,"Loc","Near",0.319699183791495
"417",12,"Loc","Near",0.320030420154
"418",10,"Loc","Near",0.320109969754676
"419",10,"Loc","Near",0.320149971766743
"420",1,"Loc","Near",0.320372951367
"421",21,"Loc","Near",0.32043534103554
"422",1,"Loc","Near",0.520459364735
"423",1,"Loc","Near",0.320658678328
"424",10,"Loc","Near",0.32081528379099
"425",10,"Loc","Near",0.320942370663707
"426",9,"Loc","Near",0.321030286757
"427",10,"Loc","Near",0.321173686174121
"428",1,"Loc","Near",0.321234767451
"429",24,"Loc","Near",0.321449285227371
"430",1,"Loc","Near",0.321928391999
"431",9,"Loc","Near",0.322238750773
"432",10,"Loc","Near",0.322240238948612
"433",10,"Loc","Near",0.322404206129326
"434",1,"Loc","Near",0.322549177692
"435",10,"Loc","Near",0.322716888210108
"436",24,"Loc","Near",0.323102654386052
"437",25,"Loc","Near",0.323541322524005
"438",10,"Loc","Near",0.323961755723761
"439",10,"Loc","Near",0.324086843449851
"440",10,"Loc","Near",0.324676767111116
"441",23,"Loc","Near",0.324683286374431
"442",10,"Loc","Near",0.325067951189589
"443",22,"Loc","Near",0.325178558517141
"444",10,"Loc","Near",0.325298570741658
"445",2,"Loc","Near",0.325428110368
"446",10,"Loc","Near",0.325447400979251
"447",25,"Loc","Near",0.325553098801471
"448",10,"Loc","Near",0.325771224450424
"449",9,"Loc","Near",0.325828385528
"450",10,"Loc","Near",0.325893093388824
"451",12,"Loc","Near",0.32591646178
"452",16,"Loc","Near",0.326408124049
"453",22,"Loc","Near",0.326603476996764
"454",10,"Loc","Near",0.326659370194656
"455",11,"Loc","Near",0.326773642664
"456",6,"Loc","Near",0.327122016113
"457",25,"Loc","Near",0.327770199713814
"458",3,"Loc","Near",0.327828226359
"459",6,"Loc","Near",0.328749974755
"460",2,"Loc","Near",0.329059127271
"461",6,"Loc","Near",0.329214822006
"462",10,"Loc","Near",0.329240640087207
"463",14,"Loc","Near",0.329294529206
"464",12,"Loc","Near",0.329358759832
"465",1,"Loc","Near",0.329416888426
"466",25,"Loc","Near",0.329488458027328
"467",2,"Loc","Near",0.329654750451
"468",9,"Loc","Near",0.329972920473
"469",9,"Loc","Near",0.33008085452
"470",25,"Loc","Near",0.330103700058298
"471",5,"Loc","Near",0.330134914962
"472",11,"Loc","Near",0.330393402654
"473",23,"Loc","Near",0.330648059028166
"474",12,"Loc","Near",0.330660919902
"475",6,"Loc","Near",0.330798414884
"476",16,"Loc","Near",0.330860895666
"477",16,"Loc","Near",0.330875132352
"478",16,"Loc","Near",0.330920822179
"479",6,"Loc","Near",0.331114934807
"480",12,"Loc","Near",0.331149271313
"481",9,"Loc","Near",0.33115125566
"482",3,"Loc","Near",0.331154003166
"483",8,"Loc","Near",0.331267466857
"484",8,"Loc","Near",0.331335339494
"485",17,"Loc","Near",0.331343287535
"486",6,"Loc","Near",0.331353980188
"487",6,"Loc","Near",0.33137616307
"488",8,"Loc","Near",0.331439300508
"489",6,"Loc","Near",0.331481448986
"490",18,"Loc","Near",0.331521080558
"491",8,"Loc","Near",0.331563126684
"492",15,"Loc","Near",0.331612460212
"493",2,"Loc","Near",0.331635967297
"494",14,"Loc","Near",0.331641926839
"495",12,"Loc","Near",0.331649210725
"496",15,"Loc","Near",0.331649872896
"497",12,"Loc","Near",0.331665102839
"498",6,"Loc","Near",0.331701622363
"499",18,"Loc","Near",0.33171509678
"500",3,"Loc","Near",0.331734400054
"501",8,"Loc","Near",0.331737940109
"502",17,"Loc","Near",0.331739597122
"503",8,"Loc","Near",0.331744561829
"504",8,"Loc","Near",0.331744892915
"505",3,"Loc","Near",0.331772475149
"506",9,"Loc","Near",0.331807137089
"507",2,"Loc","Near",0.331812104891
"508",13,"Loc","Near",0.331816077919
"509",24,"Loc","Near",0.331830998805935
"510",3,"Loc","Near",0.33183968597
"511",5,"Loc","Near",0.331905572439
"512",5,"Loc","Near",0.331914511809
"513",6,"Loc","Near",0.331937025779
"514",6,"Loc","Near",0.331940005569
"515",8,"Loc","Near",0.331948841911
"516",14,"Loc","Near",0.331952154143
"517",16,"Loc","Near",0.331989235742
"518",12,"Loc","Near",0.331997181798
"519",19,"Loc","Near",0.332041216197
"520",25,"Loc","Near",0.332078544377993
"521",3,"Loc","Near",0.332133691923
"522",9,"Loc","Near",0.33217497367
"523",9,"Loc","Near",0.332184244079
"524",9,"Loc","Near",0.332245826081
"525",18,"Loc","Near",0.332257746247
"526",6,"Loc","Near",0.332270762267
"527",8,"Loc","Near",0.332278934684
"528",13,"Loc","Near",0.332290523731
"529",18,"Loc","Near",0.332301780645
"530",17,"Loc","Near",0.332315355159
"531",19,"Loc","Near",0.332347139386
"532",16,"Loc","Near",0.332388194014
"533",12,"Loc","Near",0.332391173785
"534",25,"Loc","Near",0.332391663859976
"535",9,"Loc","Near",0.332431234259
"536",17,"Loc","Near",0.332439843383
"537",6,"Loc","Near",0.332472725816
"538",17,"Loc","Near",0.332498776638
"539",17,"Loc","Near",0.33250175641
"540",6,"Loc","Near",0.332515105052
"541",19,"Loc","Near",0.332528905437
"542",6,"Loc","Near",0.332554835587
"543",9,"Loc","Near",0.332576581027
"544",16,"Loc","Near",0.332576912864
"545",16,"Loc","Near",0.332583534578
"546",12,"Loc","Near",0.33258651435
"547",6,"Loc","Near",0.332587944365
"548",19,"Loc","Near",0.332623264863
"549",14,"Loc","Near",0.332625913548
"550",17,"Loc","Near",0.332640812405
"551",6,"Loc","Near",0.332643898201
"552",6,"Loc","Near",0.332646546903
"553",9,"Loc","Near",0.332652399728
"554",3,"Loc","Near",0.332672040663
"555",9,"Loc","Near",0.332717623676
"556",3,"Loc","Near",0.332731305377
"557",19,"Loc","Near",0.332734509659
"558",19,"Loc","Near",0.332763314115
"559",15,"Loc","Near",0.332772253429
"560",12,"Loc","Near",0.332780199486
"561",12,"Loc","Near",0.332793774
"562",8,"Loc","Near",0.332820922518
"563",8,"Loc","Near",0.332824895551
"564",14,"Loc","Near",0.332834166455
"565",1,"Loc","Near",0.332841970022
"566",8,"Loc","Near",0.332869261079
"567",2,"Loc","Near",0.332914951367
"568",18,"Loc","Near",0.332955012737
"569",8,"Loc","Near",0.33296262734
"570",8,"Loc","Near",0.332962958426
"571",9,"Loc","Near",0.3329659382
"572",6,"Loc","Near",0.332988229498
"573",17,"Loc","Near",0.332990769993
"574",2,"Loc","Near",0.333001364735
"575",3,"Loc","Near",0.333016040872
"576",12,"Loc","Near",0.33303414222
"577",8,"Loc","Near",0.333090757634
"578",17,"Loc","Near",0.333091751132
"579",8,"Loc","Near",0.333103007817
"580",3,"Loc","Near",0.333137881177
"581",12,"Loc","Near",0.333148697873
"582",18,"Loc","Near",0.3331897525
"583",2,"Loc","Near",0.333200678328
"584",10,"Loc","Near",0.333238324098564
"585",3,"Loc","Near",0.333268329765
"586",15,"Loc","Near",0.333273517183
"587",14,"Loc","Near",0.333277159126
"588",17,"Loc","Near",0.333295037754
"589",18,"Loc","Near",0.333301990553
"590",9,"Loc","Near",0.333303645952
"591",9,"Loc","Near",0.333308612243
"592",17,"Loc","Near",0.333308612268
"593",12,"Loc","Near",0.333360261637
"594",12,"Loc","Near",0.333361917066
"595",9,"Loc","Near",0.333382775514
"596",9,"Loc","Near",0.333400323074
"597",3,"Loc","Near",0.333420630146
"598",8,"Loc","Near",0.333423499096
"599",9,"Loc","Near",0.333453296839
"600",17,"Loc","Near",0.333495013518
"601",17,"Loc","Near",0.333513554318
"602",12,"Loc","Near",0.333522824717
"603",18,"Loc","Near",0.33353110186
"604",18,"Loc","Near",0.33353341946
"605",9,"Loc","Near",0.333552953734
"606",8,"Loc","Near",0.333669827104
"607",17,"Loc","Near",0.333713861168
"608",2,"Loc","Near",0.333776767451
"609",23,"Loc","Near",0.333818120803167
"610",10,"Loc","Near",0.334050916837193
"611",3,"Loc","Near",0.334080819191
"612",1,"Loc","Near",0.334158366777
"613",7,"Loc","Near",0.334221200412
"614",8,"Loc","Near",0.334306836629
"615",8,"Loc","Near",0.334374047093
"616",25,"Loc","Near",0.334420272058172
"617",2,"Loc","Near",0.334470391999
"618",17,"Loc","Near",0.334517406169
"619",4,"Loc","Near",0.334612546174
"620",1,"Loc","Near",0.334613278532
"621",1,"Loc","Near",0.334615927218
"622",12,"Loc","Near",0.33464752285
"623",1,"Loc","Near",0.334710286643
"624",25,"Loc","Near",0.334770790702479
"625",2,"Loc","Near",0.335091177692
"626",24,"Loc","Near",0.335296846291415
"627",10,"Loc","Near",0.335685350414498
"628",13,"Loc","Near",0.335732821784
"629",1,"Loc","Near",0.335937290258
"630",1,"Loc","Near",0.335998541113
"631",1,"Loc","Near",0.33610283311
"632",1,"Loc","Near",0.336275990932
"633",6,"Loc","Near",0.336371615579
"634",14,"Loc","Near",0.336621124725
"635",10,"Loc","Near",0.336950359219634
"636",10,"Loc","Near",0.336996789723392
"637",24,"Loc","Near",0.33718160239866
"638",25,"Loc","Near",0.3372777895024
"639",1,"Loc","Near",0.337464588605
"640",25,"Loc","Near",0.337593618477237
"641",10,"Loc","Near",0.337758717645541
"642",10,"Loc","Near",0.337852897273597
"643",1,"Loc","Near",0.337870499677
"644",10,"Loc","Near",0.338130097109425
"645",24,"Loc","Near",0.338147134350356
"646",10,"Loc","Near",0.338164206189713
"647",18,"Loc","Near",0.338327871523
"648",8,"Loc","Near",0.338417931884
"649",10,"Loc","Near",0.338516631440508
"650",9,"Loc","Near",0.338546393265
"651",25,"Loc","Near",0.339143067707965
"652",24,"Loc","Near",0.339259076739973
"653",10,"Loc","Near",0.339562952858386
"654",10,"Loc","Near",0.340559848700834
"655",10,"Loc","Near",0.340596843256249
"656",24,"Loc","Near",0.340672322793556
"657",23,"Loc","Near",0.340797003533242
"658",10,"Loc","Near",0.341116036659876
"659",10,"Loc","Near",0.341574925409157
"660",10,"Loc","Near",0.341617989708233
"661",2,"Loc","Near",0.341958888426
"662",10,"Loc","Near",0.342052825338933
"663",10,"Loc","Near",0.342332227478458
"664",16,"Loc","Near",0.343021342447
"665",22,"Loc","Near",0.343099288108744
"666",19,"Loc","Near",0.343239196839
"667",12,"Loc","Near",0.343740791679
"668",9,"Loc","Near",0.343808343567
"669",1,"Loc","Near",0.34387308347
"670",9,"Loc","Near",0.343972562238
"671",12,"Loc","Near",0.344057640697
"672",18,"Loc","Near",0.344112600923
"673",10,"Loc","Near",0.344171030860469
"674",19,"Loc","Near",0.344354293486
"675",9,"Loc","Near",0.344507597266
"676",17,"Loc","Near",0.344692663075
"677",25,"Loc","Near",0.344717183677516
"678",24,"Loc","Near",0.345138536347895
"679",12,"Loc","Near",0.345155851973
"680",2,"Loc","Near",0.345383970022
"681",14,"Loc","Near",0.346121297882
"682",25,"Loc","Near",0.34616482748707
"683",17,"Loc","Near",0.346271941877
"684",7,"Loc","Near",0.346434697735
"685",13,"Loc","Near",0.346462978328
"686",25,"Loc","Near",0.3464881982307
"687",9,"Loc","Near",0.346531195091
"688",5,"Loc","Near",0.346541308002
"689",18,"Loc","Near",0.346639447007
"690",2,"Loc","Near",0.346700366777
"691",9,"Loc","Near",0.346730839969
